sysbench 1.0.11 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 56
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

1,56,38.90,1214.96,519.70,449.87,245.39,943.16,0.00,0.00
2,56,2638.19,96412.63,55933.31,35201.93,5277.39,65.65,11.00,0.00
3,56,3162.01,119131.39,70472.23,42336.14,6323.02,51.02,13.00,0.00
4,56,3306.87,120978.09,69746.17,44618.19,6613.73,41.85,14.00,0.00
5,56,3298.05,123001.02,71928.18,44476.73,6596.11,40.37,19.00,0.00
6,56,3440.03,124646.19,71499.68,46268.44,6878.07,37.56,19.00,0.00
7,56,3118.85,117041.23,68603.62,42198.92,6238.69,50.11,17.00,0.00
8,56,3605.07,132926.50,77209.45,48505.91,7211.14,33.72,15.00,0.00
9,56,3551.10,134101.95,77890.30,49110.45,7101.21,35.59,17.00,0.00
10,56,3834.96,146080.55,86202.15,52207.48,7670.92,31.37,16.00,0.00
11,56,3763.06,141374.39,82913.40,50935.86,7525.13,32.53,17.00,0.00
12,56,3640.95,137489.19,80435.94,49770.34,7282.90,32.53,24.00,0.00
13,56,3849.93,143933.44,83676.51,52558.06,7698.86,31.37,27.00,0.00
14,56,4014.14,149284.13,87269.00,53985.85,8029.28,31.37,23.00,0.00
15,56,4005.89,146797.86,85887.58,52901.51,8008.77,31.37,15.00,0.00
16,56,3686.95,137258.08,79933.88,49947.30,7376.90,33.12,19.00,0.00
17,56,4135.04,152741.42,89406.83,55064.51,8270.08,30.26,24.00,0.00
18,56,3964.10,144325.55,83334.05,53063.31,7928.20,31.94,23.00,0.00
19,56,4120.97,153128.70,88272.25,56614.52,8241.93,30.81,20.00,0.00
20,56,4152.93,153958.56,90918.56,54735.13,8304.87,31.37,20.00,0.00
21,56,3889.03,142188.99,81940.57,52471.37,7777.05,31.37,14.00,0.00
22,56,4222.03,155811.95,90388.55,56977.35,8446.05,29.72,19.00,0.00
23,56,4156.08,153040.08,89262.80,55465.12,8312.17,30.81,10.00,0.00
24,56,3906.85,147109.23,86345.61,52949.92,7813.69,32.53,21.00,0.00
25,56,3725.16,132719.60,75490.18,49779.10,7450.31,32.53,14.00,0.00
26,56,3998.01,147823.55,85511.32,54316.20,7996.03,33.12,14.00,0.00
27,56,4020.95,148637.05,87267.85,53327.30,8041.89,33.12,24.00,0.00
28,56,4026.02,147644.89,86470.52,53122.32,8052.05,33.72,13.00,0.00
29,56,3972.88,150014.64,88446.43,53622.44,7945.77,33.12,14.00,0.00
30,56,3826.08,143554.85,84835.69,51068.02,7651.15,33.72,15.00,0.00
31,56,4212.98,150328.15,85833.51,56069.68,8424.95,31.94,18.00,0.00
32,56,4206.07,151472.49,85965.41,57093.94,8413.14,30.81,17.00,0.00
33,56,4060.89,154626.93,90547.62,55956.53,8122.79,32.53,24.00,0.00
34,56,4306.18,161703.60,95075.88,58015.37,8612.35,31.37,10.00,0.00
35,56,3675.96,135026.67,78202.23,49472.51,7351.93,33.12,22.00,0.00
36,56,4137.81,158374.73,95766.60,54332.51,8275.62,32.53,13.00,0.00
37,56,4147.16,157779.98,92315.50,57169.17,8295.31,31.94,18.00,0.00
38,56,4226.97,158222.83,91487.33,58285.57,8449.94,31.37,19.00,0.00
39,56,3857.82,140683.61,81776.29,51188.68,7718.65,34.95,15.00,0.00
40,56,4401.32,155795.22,88961.41,58031.18,8802.63,31.94,21.00,0.00
41,56,4381.91,161092.58,92704.03,59624.73,8763.81,30.81,14.00,0.00
42,56,4362.93,157267.42,91356.50,57185.06,8725.86,31.37,21.00,0.00
43,56,4351.98,163800.29,98139.57,56958.75,8701.96,31.37,29.00,0.00
44,56,3760.03,137256.10,79620.64,50113.40,7522.06,33.72,11.00,0.00
45,56,4036.00,153023.96,90860.98,54091.99,8071.00,32.53,19.00,0.00
46,56,4130.94,149712.98,86855.83,54594.26,8262.89,33.12,14.00,0.00
47,56,4272.10,157471.86,92021.26,56906.39,8544.21,32.53,22.00,0.00
48,56,4269.95,157696.19,91130.95,58025.33,8539.90,32.53,22.00,0.00
49,56,4042.95,151221.02,88494.84,54640.28,8085.89,31.94,19.00,0.00
50,56,4105.00,154405.89,90442.94,55752.96,8209.99,33.72,18.00,0.00
51,56,4032.02,150067.74,88358.43,53645.26,8064.04,34.33,13.00,0.00
52,56,4361.09,162494.49,95883.06,57890.24,8721.19,31.94,12.00,0.00
53,56,3740.04,140583.53,81769.89,51332.56,7481.08,34.33,16.00,0.00
54,56,4270.92,158721.87,91457.19,58722.84,8541.83,31.94,11.00,0.00
55,56,4242.01,158320.39,92277.22,57559.14,8484.02,32.53,26.00,0.00
56,56,4349.98,166902.37,99639.62,58562.78,8699.97,31.94,17.00,0.00
57,56,4478.09,169079.45,98683.02,61440.25,8956.18,30.81,19.00,0.00
58,56,4190.92,152095.06,87096.31,56616.90,8381.84,31.37,21.00,0.00
59,56,4127.89,155406.80,91896.52,55254.51,8255.78,33.12,11.00,0.00
60,56,4644.98,173272.34,101258.61,62725.76,9287.96,30.81,19.00,0.00
61,56,4680.19,172012.03,99187.06,63462.59,9362.38,30.81,21.00,0.00
62,56,4320.91,161026.64,93755.04,58629.78,8641.82,31.94,13.00,0.00
63,56,4529.90,165709.52,95220.00,61429.71,9059.81,30.81,20.00,0.00
64,56,4369.11,161057.05,93619.35,58699.48,8738.22,31.94,15.00,0.00
65,56,4378.02,167958.90,99909.53,59293.32,8756.05,32.53,14.00,0.00
66,56,4453.11,170567.29,100969.54,60691.53,8906.22,32.53,21.00,0.00
67,56,4379.85,157710.60,90436.90,58514.00,8759.70,32.53,19.00,0.00
68,56,4680.88,173099.54,99710.43,64027.35,9361.76,30.81,30.00,0.00
69,56,4780.12,176242.50,102721.62,63960.63,9560.24,31.37,20.00,0.00
70,56,4730.17,178181.55,105087.86,63633.34,9460.35,31.37,20.00,0.00
71,56,4391.93,164707.47,96087.52,59836.08,8783.86,31.94,13.00,0.00
72,56,4789.84,176953.94,102747.48,64626.79,9579.67,30.81,12.00,0.00
73,56,4823.14,175227.09,100564.92,65016.89,9645.28,30.81,18.00,0.00
74,56,4697.06,178538.18,105682.29,63460.78,9395.11,30.81,22.00,0.00
