sysbench 1.0.11 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 56
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

1,56,220.45,8526.71,4933.68,2984.55,608.48,893.56,0.00,0.00
2,56,3097.26,112586.91,64813.43,41578.96,6194.53,47.47,8.00,0.00
3,56,3474.98,128371.23,74953.55,46472.72,6944.96,34.33,18.00,0.00
4,56,3483.01,130477.51,76007.30,47499.19,6971.03,34.33,17.00,0.00
5,56,3527.07,128070.66,72815.52,48201.00,7054.15,34.95,17.00,0.00
6,56,3341.86,123343.73,71765.93,44894.08,6683.71,38.94,19.00,0.00
7,56,3339.09,125398.48,72887.02,45833.27,6678.19,44.98,17.00,0.00
8,56,3584.09,134475.38,78864.98,48443.22,7167.18,34.33,19.00,0.00
9,56,3532.90,134505.32,79677.82,47760.69,7066.81,33.72,13.00,0.00
10,56,3648.04,135525.52,79604.89,48624.55,7296.08,33.72,13.00,0.00
11,56,3648.01,134320.33,78610.19,48414.12,7296.02,34.33,22.00,0.00
12,56,3248.07,122520.72,71021.58,45003.00,6496.14,42.61,13.00,0.00
13,56,3901.01,144511.19,84531.11,52178.07,7802.01,31.94,14.00,0.00
14,56,4015.98,144617.31,83515.60,53069.75,8031.96,31.94,21.00,0.00
15,56,4006.88,153590.37,91469.24,54107.37,8013.76,30.81,22.00,0.00
16,56,3728.06,135461.16,78278.25,49729.79,7453.12,33.12,16.00,0.00
17,56,4041.06,149456.24,86269.29,55101.83,8085.12,30.81,15.00,0.00
18,56,3938.98,147519.39,85708.64,53932.78,7877.97,31.37,15.00,0.00
19,56,4132.92,148214.21,84705.40,55249.96,8258.84,30.81,18.00,0.00
20,56,4298.10,153112.39,88108.95,56401.25,8602.19,29.72,25.00,0.00
21,56,3834.03,138732.05,79947.60,51115.39,7669.06,32.53,28.00,0.00
22,56,4060.83,155448.51,92519.14,54810.71,8118.66,31.37,14.00,0.00
23,56,4095.09,146649.17,82106.78,56349.22,8193.18,30.81,20.00,0.00
24,56,3995.14,144937.15,82246.92,54699.94,7990.28,31.94,14.00,0.00
25,56,3468.87,130504.02,77515.04,46051.24,6937.74,34.95,14.00,0.00
26,56,4023.97,150781.01,87808.42,54924.64,8047.95,33.12,19.00,0.00
27,56,4139.05,153900.69,89778.98,55843.61,8278.09,31.94,21.00,0.00
28,56,3988.16,149674.93,86818.44,54880.17,7976.32,33.12,17.00,0.00
29,56,4289.84,157111.15,91161.60,57369.86,8579.68,30.81,19.00,0.00
30,56,3844.15,144405.51,84860.24,51856.98,7688.29,32.53,17.00,0.00
31,56,4062.85,152372.40,88495.75,55750.95,8125.70,31.94,14.00,0.00
32,56,4050.14,155826.47,93058.26,54667.92,8100.28,31.94,22.00,0.00
33,56,3952.02,152404.73,90703.43,53797.26,7904.04,33.72,25.00,0.00
34,56,3858.80,145005.33,85137.50,52150.24,7717.59,33.12,24.00,0.00
35,56,4156.94,152781.86,87994.77,56473.21,8313.88,31.37,16.00,0.00
36,56,4279.17,157440.29,91000.64,57881.31,8558.34,31.37,17.00,0.00
