procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 261290992  29352 1038676    0    1  1318  1916    0    1 24  5 65  6  0
 1 49      0 260866400  29756 1042524    0    0 449318  6436 19229 28676  3  1 61 36  0
29 26      0 260382304  42044 1053644    0    0 237744 45212 426157 826018 33  9 41 17  0
34  7      0 259857408  58652 1071328    0    0 127277 53588 493708 1043536 40 12 41  7  0
31  1      0 259377648  75300 1088532    0    0 121518 56228 484123 1047702 42 12 39  7  0
32  1      0 258954688  91128 1106612    0    0 137913 66481 454531 977160 40 11 38 11  0
 5 44      0 258490928 101108 1125056    0    0 131753 74172 465209 1007191 42 11 37  9  0
50  5      0 258094496 108916 1141668    0    0 148815 92401 403198 875282 38 10 37 15  0
41  2      0 257719264 114908 1159120    0    0 151576 78660 426455 938105 42 11 34 14  0
36  5      0 257313296 122772 1176512    0    0 134089 82061 448203 981647 44 11 34 12  0
41  3      0 256917616 128936 1195240    0    0 134058 82856 441733 971491 42 11 34 13  0
16  0      0 256523664 132112 1212264    0    0 135021 82345 445454 968451 43 11 33 12  0
31  6      0 256175376 135792 1229772    0    0 124005 114913 411844 882694 40 11 36 14  0
47  0      0 255757872 140628 1248780    0    0 102446 66968 471469 1045935 47 13 33  7  0
16  0      0 255363424 144156 1268776    0    0 129256 62132 452409 1009808 45 12 32 10  0
27  4      0 254960176 145548 1287944    0    0 99107 64720 480469 1076847 50 13 31  6  0
32  6      0 254591280 149068 1306576    0    0 106754 98664 428790 961384 44 12 34 11  0
42  4      0 254179840 151156 1326404    0    0 98960 69916 471933 1052263 48 13 32  7  0
28  3      0 253787152 154040 1347188    0    0 110595 66137 458455 1031824 47 13 32  9  0
17 36      0 253389248 154860 1366708    0    0 96285 70776 470863 1058853 50 12 31  7  0
50  1      0 252992688 156188 1387916    0    0 111693 67492 461579 1037444 48 13 32  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
30  2      0 252633984 157084 1405464    0    0 103533 100164 428134 958999 44 11 34 10  0
39  2      0 252248480 157432 1426116    0    0 107993 67920 461909 1049671 50 13 30  8  0
22  6      0 251861088 157856 1446560    0    0 108581 64396 459124 1034455 49 12 31  8  0
21  1      0 251463552 158416 1465704    0    0 88895 87217 448007 1006768 49 12 31  8  0
39  0      0 251133824 160356 1484696    0    0 93488 121540 394073 894029 44 10 34 11  0
38  2      0 250753296 160832 1503776    0    0 97385 68956 467499 1051009 49 12 31  7  0
45  3      0 250363072 161132 1524520    0    0 93303 64680 470413 1067199 51 13 31  6  0
50  6      0 249996384 161444 1543416    0    0 107026 63689 460294 1041841 49 12 32  7  0
42  2      0 249608576 161480 1564736    0    0 90500 67032 475306 1081697 51 13 30  6  0
27  2      0 249279200 161980 1582900    0    0 89073 97968 429576 980645 48 12 32  9  0
32  7      0 248909760 162092 1604340    0    0 103546 65528 448021 1030339 49 12 31  7  0
54  1      0 248560544 162112 1623016    0    0 98545 71352 454471 1044429 50 13 30  7  0
 3 47      0 248201904 162120 1643996    0    0 115915 69564 452481 1037349 51 12 28  9  0
42 10      0 247884384 162136 1661568    0    0 81800 107325 420033 970761 48 12 30 10  0
36 15      0 247515456 162596 1683400    0    0 100054 73024 448120 1032567 51 13 29  8  0
33  5      0 247180000 162660 1701876    0    0 105749 72584 442909 1016075 50 12 29  8  0
30  3      0 246821216 162792 1723212    0    0 98059 73176 455507 1045334 52 13 28  8  0
53  0      0 246476672 162804 1742984    0    0 107216 72821 440731 1014765 50 12 28  9  0
26  5      0 246158096 162932 1762440    0    0 89065 105868 409413 946665 47 11 33  9  0
29  3      0 245819520 162932 1782080    0    0 99117 72228 447863 1038406 52 12 28  7  0
35  2      0 245454272 163156 1802812    0    0 104032 72028 450109 1046230 53 13 27  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34 21      0 245119904 163160 1823428    0    0 98131 75005 443694 1032180 52 13 28  8  0
18 35      0 244790592 163172 1844316    0    0 79908 110928 420098 979581 50 12 30  8  0
39  0      0 244461760 163184 1862728    0    0 100060 91736 416616 971413 50 12 28 10  0
12  2      0 244135440 163184 1882200    0    0 105363 96668 420057 972413 49 12 29 11  0
35  2      0 243822928 163192 1901976    0    0 109325 75293 421652 985319 51 12 29  9  0
42  3      0 243475552 163192 1923076    0    0 97987 73036 443241 1023008 51 12 29  8  0
42  6      0 243176816 163200 1941004    0    0 90430 109169 414820 960929 48 12 30 10  0
41  1      0 242836368 163200 1962476    0    0 102241 72948 439639 1033251 54 12 26  7  0
52  3      0 242515056 163204 1982336    0    0 95064 74368 440427 1036507 54 12 26  8  0
45 15      0 242160080 163204 2004076    0    0 97098 71804 440308 1021305 53 12 28  7  0
 1 42      0 241828608 163204 2024812    0    0 94268 71297 458493 1025977 53 13 27  7  0
50  2      0 241518944 163212 2044816    0    0 71152 110020 443429 997101 51 12 28  8  0
 1  0      0 241201360 163212 2066192    0    0 89594 75632 467851 1047856 54 13 26  7  0
61  1      0 240906224 163228 2087076    0    0 114033 85292 417323 976584 52 12 26 10  0
46  1      0 240617120 163228 2106140    0    0 120517 84741 404026 960877 50 12 28 10  0
23  7      0 240308864 163236 2124540    0    0 104695 119837 369525 875649 46 10 33 11  0
45  2      0 239998432 163236 2145320    0    0 78888 90541 439475 1045462 54 12 26  7  0
44  0      0 239663968 163252 2166068    0    0 119964 77608 406568 963757 50 12 28 10  0
51  2      0 239358112 163256 2186548    0    0 86790 72060 435783 1053912 56 13 25  7  0
43  0      0 239031072 163256 2209240    0    0 77966 74572 442181 1070913 57 13 24  5  0
40 13      0 238749072 163260 2228876    0    0 74810 109833 400211 973968 52 12 27  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  3      0 238436160 163272 2249936    0    0 107464 75984 397913 968825 53 12 26  9  0
26 18      0 238134800 163284 2269892    0    0 68510 91312 422036 1018660 56 12 25  6  0
49  2      0 237808048 163284 2293048    0    0 78072 68525 432956 1047703 56 13 25  5  0
39  5      0 237508912 163284 2312988    0    0 70716 97464 412515 988221 52 12 29  6  0
35  3      0 237190864 163284 2335580    0    0 72424 62512 442863 1078347 58 13 24  4  0
57  2      0 236883552 163284 2357036    0    0 86883 61256 430247 1051178 56 13 25  5  0
55  1      0 236564800 163292 2379832    0    0 71626 62748 439308 1089393 59 14 23  4  0
61  4      0 236254800 163292 2403252    0    0 70080 62708 432995 1077627 59 13 24  4  0
45  3      0 235966752 163292 2423828    0    0 63890 97428 395020 992556 56 12 26  6  0
56  2      0 235655680 163292 2447672    0    0 69674 64716 431494 1068749 59 13 24  4  0
51  2      0 235351680 163292 2470004    0    0 67937 62968 431614 1078942 60 13 23  4  0
41  0      0 235050208 163300 2492852    0    0 67323 63744 433419 1081769 60 13 23  4  0
43  2      0 234762576 163304 2515364    0    0 63061 100096 399162 997839 55 12 26  6  0
53  1      0 234465696 163304 2538248    0    0 65620 63900 421434 1075047 61 13 22  4  0
28  4      0 234170288 163304 2561136    0    0 66196 63256 422020 1085783 61 13 22  4  0
45  2      0 233877136 163304 2584604    0    0 64107 64524 422419 1076379 61 13 22  4  0
47  2      0 233605536 163312 2606444    0    0 59450 99028 392735 1005744 56 13 25  6  0
42  2      0 233317552 163312 2629204    0    0 63599 63328 418741 1079445 61 13 22  4  0
43  3      0 233035392 163320 2651296    0    0 67684 83844 400587 1025777 59 12 23  5  0
55  4      0 232769776 163328 2673536    0    0 73649 87628 392917 1012905 59 12 23  6  0
42  1      0 232498544 163336 2694268    0    0 66687 101244 389779 976919 54 13 28  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  4      0 232211280 163340 2717064    0    0 64863 61956 421868 1073480 61 14 22  4  0
36  2      0 231934416 163476 2740320    0    0 62305 62644 419063 1069238 61 13 22  4  0
53  2      0 231661408 163476 2760800    0    0 58794 61204 385022 1013176 59 13 25  3  0
50  3      0 231402400 163476 2782456    0    0 56944 99312 378070 983720 57 12 26  5  0
54  1      0 231121344 163480 2806492    0    0 61696 63313 408735 1057124 61 13 22  3  0
47  2      0 230837856 163480 2829988    0    0 61895 66016 408781 1068922 62 14 21  3  0
44  3      0 230564416 163488 2854668    0    0 59868 66308 405098 1064707 62 13 21  3  0
20 34      0 230195184 163496 2865544    0    0 300976 88252 190875 461237 28  5 45 21  0
 4 33      0 229985600 163496 2881944    0    0 108109 181505 293564 716486 44  8 32 15  0
37  2      0 229733856 163504 2898340    0    0 136785 130506 318708 773213 47  9 29 14  0
39  1      0 229471056 163512 2917052    0    0 112795 120245 334917 834915 52 11 26 12  0
36  9      0 229278816 163520 2936100    0    0 100396 112009 335516 863870 56 11 24 10  0
54  2      0 229056176 163528 2955232    0    0 112886 106553 348951 842954 53 10 25 12  0
50  2      0 228825120 163528 2974292    0    0 106097 99032 345358 857453 55 11 24 10  0
36 21      0 228639296 163532 2992444    0    0 95432 150174 302378 750740 49  9 30 12  0
 4 38      0 228351296 163532 3011652    0    0 140762 103536 333795 869635 55 11 23 11  0
41  5      0 228421792 163552 3029220    0    0 95397 105033 266233 757737 52 10 27 11  0
43  3      0 228257216 163556 3047080    0    0 139621 127241 270442 746770 52  9 23 16  0
 8 28      0 228134544 163560 3063404    0    0 179088 127158 244467 675778 47  8 28 17  0
35  0      0 227954128 163564 3085668    0    0 88862 92310 355122 975396 61 12 20  7  0
44  2      0 227787936 163600 3105996    0    0 81581 113692 352228 891291 50 12 28 10  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
51  2      0 227504608 163608 3127776    0    0 92266 72416 420620 1054346 57 13 24  6  0
52  0      0 227206976 163612 3149580    0    0 103247 89317 388572 961473 52 11 27  9  0
44  1      0 226954208 163612 3172852    0    0 83162 72340 399056 1058158 60 14 21  5  0
51  1      0 226678832 163612 3195756    0    0 66132 75036 423337 1087989 61 13 22  4  0
35 17      0 226423072 163612 3218820    0    0 76558 94721 387320 1000720 56 12 26  6  0
52  3      0 226161280 163620 3242044    0    0 76452 72400 400231 1059046 60 14 22  5  0
40  4      0 225890208 163620 3266584    0    0 60122 74400 412179 1088312 61 14 21  4  0
51  2      0 225621808 163624 3289080    0    0 75058 73660 398675 1061499 60 13 21  5  0
58  5      0 225375312 163628 3310280    0    0 81234 108504 353524 923232 53 11 29  7  0
43  3      0 225125888 163628 3333984    0    0 73998 74385 391140 1034752 59 13 23  5  0
32  5      0 224871616 163628 3358456    0    0 55319 76840 404156 1082986 62 14 20  4  0
46  1      0 224613120 163636 3382728    0    0 58008 74168 407014 1075936 62 13 21  4  0
 3 36      0 224345856 163644 3405208    0    0 94803 95704 365392 967419 56 12 24  8  0
33  1      0 224387104 163652 3426304    0    0 81977 121637 337274 885220 51 11 29  9  0
49  3      0 224170928 163656 3447644    0    0 89313 112552 361454 969819 58 12 22  8  0
46  1      0 223922880 163664 3469532    0    0 91833 98505 377241 998046 57 12 23  8  0
62  0      0 223684608 163672 3491636    0    0 86155 119685 353783 927800 53 11 28  8  0
35 15      0 223435744 163676 3514736    0    0 89965 90488 393959 1023989 58 13 22  6  0
41  0      0 223212384 163676 3537316    0    0 80214 95489 360990 960322 55 12 24  8  0
 7 33      0 222950080 163688 3560228    0    0 92775 85689 374539 991857 58 12 24  6  0
36  2      0 222720064 163688 3581184    0    0 81040 80716 363478 941838 54 12 27  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  4      0 222474656 163696 3604676    0    0 83637 84668 372622 969322 56 12 26  6  0
37  1      0 222275472 163700 3626064    0    0 77457 127405 341135 915861 53 11 27  9  0
52  3      0 222049744 163700 3648028    0    0 67355 89372 385190 1047014 61 13 20  5  0
30  4      0 221824608 163700 3671936    0    0 81370 87345 380599 1014762 60 12 22  6  0
46  3      0 221612256 163708 3695328    0    0 84785 86368 374747 1014358 59 13 22  6  0
50  4      0 221387920 163716 3718964    0    0 80808 87513 379036 1016856 60 12 21  7  0
13 32      0 221182880 163720 3738996    0    0 79083 129940 338568 901581 53 11 28  8  0
39  3      0 220960512 163720 3762292    0    0 82368 89173 377741 992750 58 12 23  6  0
36 12      0 220742512 163720 3785948    0    0 81067 88132 374359 1010272 60 12 22  6  0
54  2      0 220537232 163720 3809264    0    0 81465 88021 364169 986849 58 13 22  8  0
52  6      0 220582464 163740 3829732    0    0 77178 112905 344794 934697 57 11 24  8  0
41  2      0 220404960 163748 3849820    0    0 90669 158260 307583 830159 50 11 31  9  0
 1 34      0 220173280 163760 3871520    0    0 93429 96006 379132 996572 58 13 22  8  0
51  3      0 219946688 163760 3895408    0    0 69941 70372 381433 1043404 62 14 20  4  0
30 23      0 219715040 163760 3919380    0    0 65675 72592 399204 1058246 63 14 19  4  0
43  1      0 219479072 163764 3943900    0    0 52266 72200 394008 1066038 64 14 19  3  0
59  3      0 219275296 163772 3966552    0    0 58896 110540 346640 955286 56 12 25  6  0
43  1      0 219052208 163772 3991100    0    0 65510 68980 373337 1051187 63 13 19  4  0
47  1      0 218834880 163776 4013664    0    0 63946 72385 378332 1043477 62 13 20  4  0
 0 37      0 218611696 163776 4039880    0    0 65380 71048 377992 1053628 63 13 19  4  0
 2 10      0 218408192 163776 4061472    0    0 41099 98684 340466 966919 59 12 25  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
45  1      0 218199376 163784 4085908    0    0 55227 84020 353012 980714 59 13 24  4  0
